at,userName,score,content,sentiment_polarity,sentiment
2024-02-07 10:16:42,Muhamad Handika,5,nice,0.6,positif
2024-02-07 08:47:34,Ahmad rofii 07,5,ok,0.5,positif
2024-02-07 07:50:14,Agustinus Patoni,5,good,0.7,positif
2024-02-07 07:23:58,Linda Purnawan,5,top deh pko ny,0.5,positif
2024-02-07 06:57:27,SUMARNI LIM,5,ok,0.5,positif
2024-02-07 06:55:35,Wisnu Ka,5,"Sudah beberapa bulan saya menjadi nasabah seabank dan tidak ada keluhan, saya sangat senang, transfer kemanapun gratis, bunga tiap hari, pokoknya SeaBank Ok lah..",0.5,positif
2024-02-07 06:53:34,Hamidi Ecieci,5,ok,0.5,positif
2024-02-07 06:19:27,L45M1 CELL,5,"Mantap pake Sea Bank banyak gratisnya....sungguh sangat membantu. Ada yang perlu disempurnakan cara top up tunainya belum bisa via alfa mart atau yang sejenis, smoga ke depan bisa lebih baik.",0.5,positif
2024-02-07 05:56:31,INote 10PN,4,SEMOGA SEABANK KEDEPANYA DIADAKAN UNTUK KARTU ATMNYA BIAR MEMUDAHKAN NASABAH DALAM PENARIKAN TUNAI DI ATM MANAPUN. PASTI AKAN LEBIH BANYAK PENGGUNAYA NANTI:),0.5,positif
2024-02-07 05:52:23,Kid and family,4,good,0.7,positif
2024-02-07 04:15:06,Junaidi Ahmad,5,"Benar-benar sangat membantu. Mudah saat membuka rekeningnya, simpel cara penggunaannya, serba gratis transaksinya. Good job !",0.875,positif
2024-02-07 04:13:24,Abdi Fikri,5,best bank,1.0,positif
2024-02-07 04:10:05,tobi ropo,3,nice,0.6,positif
2024-02-07 04:02:36,Yuliani Marta,5,sebank ang ok,0.5,positif
2024-02-07 03:17:39,rizkybikeciseeng,5,ok bgt,0.5,positif
2024-02-07 02:38:30,Ali Yudin Ali,5,nice,0.6,positif
2024-02-07 02:32:59,istiqomah Solo,5,Top,0.5,positif
2024-02-07 02:15:11,Bayu Dwi Prakoso,5,sangat membantu sekali good apk seabank,0.7,positif
2024-02-07 02:01:31,Supri Adi,5,fast respo.....👍,0.2,positif
2024-02-07 01:55:31,Asep Junaidi,5,"mudah aplikasinya, free transfer,oke lah",0.4,positif
2024-02-07 01:46:49,Edoy Coy,5,ok membantu,0.5,positif
2024-02-07 01:45:23,Amang Mang,5,ok baik,0.5,positif
2024-02-06 15:07:25,Chairul Can,5,ok,0.5,positif
2024-02-06 14:29:53,Aris Pansel,4,puas menggunakan apk ini cuma pas lagi penting untuk top up e-wallet DANA kadang kadang hilang,0.5,positif
2024-02-06 14:28:35,Syafa Elisa,5,good,0.7,positif
2024-02-06 14:27:30,Alycia Maharani,5,Sejauh ini pake seabank aman melakukan semua transaksi. Tidak ada biaya admin juga dan setiap mau transfer atau top up ke lain bank selalu ada kuota gratis biaya admin. Top seabank 👍🏻👍🏻,0.5,positif
2024-02-06 14:17:37,Muhamad Lukman,5,ok,0.5,positif
2024-02-06 14:09:54,Shafiqa Tanjung,5,best tf lancar,1.0,positif
2024-02-06 14:07:16,Siti Zaharni,5,good,0.7,positif
2024-02-06 13:57:43,chanel populerrr,5,ok,0.5,positif
2024-02-06 13:34:57,Miftahul hida,5,good,0.7,positif
2024-02-06 13:10:06,Indar Restuti,5,good job,0.7,positif
2024-02-06 12:58:47,Kapten Cilik,5,good,0.7,positif
2024-02-06 12:02:37,NUGROHO AJI SUHARNO,5,ok,0.5,positif
2024-02-06 11:54:45,KHAFIDZ BAKHTIAR,5,"bagus banget, mantep betul :)",0.5,positif
2024-02-06 11:18:06,shirahoshi 0406,5,the best pokonya,1.0,positif
2024-02-06 10:55:02,eno holidah,5,"praktis, aman dan bebas biaya admint. pokoke TOP",0.5,positif
2024-02-06 10:48:26,Faisal Lubis,5,Interface sangat user friendly,0.375,positif
2024-02-06 10:44:00,Sanexisme 21,5,nice,0.6,positif
2024-02-06 10:41:34,August Triyantoro,5,"simple and easy to use., thnks",0.21666666666666667,positif
2024-02-06 10:14:47,Hirwan Hadi,5,ok mantap,0.5,positif
2024-02-06 09:51:04,ryan hidayat,5,Udh cakep tolong dong min ditambahin QR barcode kayak apk dana :),0.5,positif
2024-02-06 09:41:01,QueenHerra 1212,1,"Awalnya sih fine fine aja, tpi kok mkin kesini mlh aku rasa mkin ga aman untuk nabung uang di sini ya... Bbrp kli trjadi mslh dngn pin, pdhl pin yg kubuat juga ga prnh berubah, dan password juga sering. Tidak bisa log in krn pin.atau pasword salah, dan slalu gagal saat mncba lgi ktnya krn trlalu bnyk percobaan yg slh. Pdhl pin atau password sma skli nggk salah. Menghubungi cs, pertanggung jawaban serta cara penyelesaian mereka bisa di blng buruk krn sma skli tidak memberikan solusi pnylsaian.",0.4166666666666667,positif
2024-02-06 09:31:43,Muhammad Hamzah,5,nice,0.6,positif
2024-02-06 09:08:25,YeStar,5,"Yes yes...aplikasi baik sangat membantu, Good!",0.875,positif
2024-02-06 08:58:54,Rezeki Lancar,5,ok,0.5,positif
2024-02-06 08:51:49,Usman Buyung,4,the best,1.0,positif
2024-02-06 08:16:35,nando hendri,5,good 👍⭐⭐⭐⭐⭐,0.7,positif
2024-02-06 08:05:33,Yenni Okvita,5,nice,0.6,positif
2024-02-06 06:43:23,Stephen Sianturi,5,good,0.7,positif
2024-02-06 06:15:47,yunerishop Bdl,5,free admin tp kdang kalau jaringannya harus kuat klu ga kuat sering mengulang,0.4,positif
2024-02-06 05:58:43,Wulandari Rahayu,5,"semenjak ada seabank, rasanya happy banget tiap transaksi, ga ada kendala sama sekali tetap di pertahankan ya",0.8,positif
2024-02-06 05:58:35,A Kanaya,5,good,0.7,positif
2024-02-06 05:29:43,ETRIX Channel,5,ok,0.5,positif
2024-02-06 05:29:27,Ediz syehlorae,4,free admin dan bunga bertambah saat ada saldo,0.4,positif
2024-02-06 04:55:52,Ridwan Jamil,5,so far so good. tiap hari dapat bagi hasil.,0.39999999999999997,positif
2024-02-06 04:41:30,Sueb Fahrizal,5,nice bank,0.6,positif
2024-02-06 04:33:39,Miftahul Fiki,5,good,0.7,positif
2024-02-06 04:09:40,Agus Heriyanto,5,"goodsih mempermudah transaksi tf ke semua bank gratis, terus top up dana gopay dll semuanya serba instan ga ribet",0.5,positif
2024-02-06 02:59:37,Fikri Hardian,5,nice,0.6,positif
2024-02-06 02:35:34,Frida Sinurat,5,bagus.. mudah pendaftarannya. transaksi aman. yg paling saya suka itu top up ewalletnya gratis admin,0.5,positif
2024-02-06 02:26:26,Kolis Laksana,5,Good,0.7,positif
2024-02-06 01:35:15,Diana Lestari,5,good,0.7,positif
2024-02-06 01:35:01,maulana yusuf,4,ok,0.5,positif
2024-02-06 00:39:25,Abdillah Abdillah,5,good,0.7,positif
2024-02-06 00:21:01,Gatau Siapa,5,top dah seabank,0.5,positif
2024-02-06 00:16:58,Awang Ferdinan,5,good bank,0.7,positif
2024-02-05 23:34:39,setyo widji,5,"praktis, simple & ramah, top deh",0.25,positif
2024-02-05 22:25:48,Nenk Wulan,5,"rekomended buat transaksi top up e-walet dan transfer antar bank,,, free admin, the. best emang tingkat kan lgi layanan nya",0.6333333333333333,positif
2024-02-05 21:52:16,Boboboy Boy,5,ok,0.5,positif
2024-02-05 18:15:37,pendi huang95,5,Good Job.....,0.7,positif
2024-02-05 17:35:11,sigit pratama,5,ok,0.5,positif
2024-02-05 17:35:01,Kull MS,4,sejauh ini masih ok tdk tahu kalau transaksi diatas 10jt,0.5,positif
2024-02-05 17:16:12,uda mati,5,cepet bngt top up sama transfer nya pertahanan kan ya kak☺️🥰,0.5,positif
2024-02-05 16:47:51,Jufri fatria,5,ok,0.5,positif
2024-02-05 15:22:40,Yusronul Khamim 02,5,good,0.7,positif
2024-02-05 15:13:55,Indra Utama,5,you are the best,1.0,positif
2024-02-05 14:58:38,Fariz Biliyardhy,5,mantap. kalo bisa tf free kemana aja di perbanyak,0.4,positif
2024-02-05 14:40:10,Thomas Tan,5,ok,0.5,positif
2024-02-05 13:53:31,Masharto Dinu,5,Nice,0.6,positif
2024-02-05 13:46:51,Suci Ramadhani,5,"biaya TF gratis , thanks",0.2,positif
2024-02-05 13:13:30,Karel apryanus riwu,5,Very good,0.9099999999999999,positif
2024-02-05 12:25:38,puji rahayu,5,good,0.7,positif
2024-02-05 12:17:43,Tony Angkasa,5,Sangat simpel dan membantu. thanks ya..,0.2,positif
2024-02-05 12:05:25,107 _Muhammad Abdul Ghofur,5,"fast, bagus cocok utk kebutuhan sehari hari ,mungkin bisa penambahan atm",0.2,positif
2024-02-05 11:08:51,Lilis Solihah,5,easy to used,0.43333333333333335,positif
2024-02-05 11:01:13,Kacungg,5,"sejauh ini ckup ok, top up, transfer cepet tanpa admin",0.5,positif
2024-02-05 10:35:17,Chairul Maulana,5,so far so good,0.39999999999999997,positif
2024-02-05 10:34:49,Rani H.,5,"Free TF, penggunaan mudah, tanpa biaya admin. cocok untuk yang suka belanja atau transaksi online",0.4,positif
2024-02-05 10:31:26,Amalia Ali,5,"free transfer, trx menjadi lebih mudah dan simple",0.2,positif
2024-02-05 10:16:56,Tonny Kurniawan,1,"transfer real time, status berhasil tapi dana tidak masuk ke rekening penerima, dikatakan pemeliharaan sistem..padahal dana sangat dibutuhkan untuk membayar pinjaman..seharusnya ada pemberitahuan maintenance agar nasabah tidak terlanjur melakukan transaksi..chat CS hanya bisa bilang disuruh nunggu 1hari, padahal jatuh tempo pinjaman tidak bisa menunggu 1hari lagi..sangat kapok terlalu sering menggunakan seabank..dan sekali lagi jawaban di IG atau pun live chat SANGAT TIDAK MEMUASKAN",0.16818181818181818,positif
2024-02-05 08:34:59,anggi ekaferdiansah,5,top,0.5,positif
2024-02-05 08:15:40,Khusniadawaul Qulub,5,gimana kalo sea bank top up ny bisa langsung di Alfa dn ga make admin kaya aplikasi sebelah.mesti lebih juara😊🙏,0.5,positif
2024-02-05 07:54:58,arsya cynthia,5,top 👍👍👍,0.5,positif
2024-02-05 07:18:58,Husni Latifah,5,sangat membatu. dan mudah sekali .. pokoke top markotop mantap 👍👍👍..,0.5,positif
2024-02-05 05:26:58,Adhe Surya,5,TOP MARKOTOP,0.5,positif
2024-02-05 04:46:47,Algoritma Computer,5,good,0.7,positif
2024-02-05 04:45:49,Lawamena Haulala,5,good,0.7,positif
2024-02-05 04:40:14,Ahmad Faisal,5,baru pertama kali pake bank virtual. selama pemakaian belum ada kendala buat transfer kluar dan masuk. top up juga masih nyaman. next time kedepannya dpt pembaharuan lagi fitur fiturnya.. 🤟🤟,0.25,positif
2024-02-05 04:04:11,Rindi Pujiastuti,5,sangatt gampang pake seabank.. tf jugaa cepat.. free admin slalu kirim ke bank manapun,0.4,positif
2024-02-05 02:58:04,anggi indofood,5,"free ongkir, sangat membantu",0.4,positif
2024-02-05 02:38:13,Whoime,5,Good,0.7,positif
2024-02-05 02:12:57,Jeff Palle,5,sejauh ini overall good,0.35,positif
2024-02-05 01:42:29,Alif Firmansyah,5,smoga seterusnya free admin yaa😂,0.4,positif
2024-02-05 01:12:52,TitoShinta Family,5,mantap Lancar good job👍👍,0.7,positif
2024-02-05 01:03:28,Aprilia Jufittasari,5,nice,0.6,positif
2024-02-05 00:39:08,Siana Liem,5,"bunga besar, admin transfer free ke bank manapun. smoga ini berlaku seterusnya. jangan saat ada bnyk nasabah peraturan diubah. dan semoga menjadi bank yg jujur dan amanah. sukses terus",0.4,positif
2024-02-04 23:41:14,Muhammad Agung Ramadhan,5,ok juga,0.5,positif
2024-02-04 22:51:22,Alan Alaudin,5,"top banget, ga ribet",0.5,positif
2024-02-04 22:25:37,Dedy Suwarno,5,"proses cepat, trf dan top up gratis",0.5,positif
2024-02-04 22:25:27,nure kholifah,5,ok banget aplikasinya,0.5,positif
2024-02-04 21:23:10,Eka Vira,5,Good,0.7,positif
2024-02-04 20:32:21,Evan Wijaya,5,good,0.7,positif
2024-02-04 18:57:46,Wahyu Hidayah,5,good apk,0.7,positif
2024-02-04 18:09:57,Harapan Telaumbanua,3,ok,0.5,positif
2024-02-04 17:57:30,MHHMDYUSUP,5,ok,0.5,positif
2024-02-04 17:48:14,H3lmi resmi,5,ok bangt,0.5,positif
2024-02-04 16:00:56,Sifa Zahra,5,"bagus, cepat, free biaya adminn 🤗🤗",0.4,positif
2024-02-04 15:52:10,Irmasari Ningsih,5,Kalo bisa ditambahin fitur tarik tunai sma topup di indomaret/alfa Biar makin top markotop.,0.5,positif
2024-02-04 15:29:36,Cepyy Topani,5,transaksi lancar ok mantap,0.5,positif
2024-02-04 15:05:58,Fery Moch,5,Ok,0.5,positif
2024-02-04 13:25:38,SanzBoshi Enterprise,5,"overall sangat puas mentransfer ke berbagai bank dan top up e-wallet tanpa harus ada admin,, cuma kadang suka error' pas mau pembayaran di aplikasi Shopee doang",0.25,positif
2024-02-04 13:16:11,Gilang Ayingg,5,Good,0.7,positif
2024-02-04 12:41:18,Heri Purwo Santoso,5,good,0.7,positif
2024-02-04 12:39:16,Resti Aja,5,ok,0.5,positif
2024-02-04 12:29:57,RINA MANIK,5,free biaya adm,0.4,positif
2024-02-04 12:06:22,Yogi Adha Apriliadi,5,ok,0.5,positif
2024-02-04 11:29:24,Eko Wibisono,5,good,0.7,positif
2024-02-04 11:02:02,Agus Rizkiyanto,5,good,0.7,positif
2024-02-04 10:49:43,She Bolang,5,sebank good,0.7,positif
2024-02-04 10:38:04,agan saputra,5,Good,0.7,positif
2024-02-04 10:19:41,Dreamnote Note,5,ok,0.5,positif
2024-02-04 09:42:30,Redbo,4,Mantap full free,0.375,positif
2024-02-04 09:00:18,komalasari sari,5,transaksi d lebih mudah tanpa ada biaya admin....the best pokonya,1.0,positif
2024-02-04 08:52:50,Aan Ansori,5,ok,0.5,positif
2024-02-04 08:13:41,Mama Atik,5,GOOD,0.7,positif
2024-02-04 08:08:45,[yes i di't],5,the best,1.0,positif
2024-02-04 08:05:52,teguhm 79,5,ok,0.5,positif
2024-02-04 08:03:10,Acid trash Terrorist,5,fast respons,0.2,positif
2024-02-04 07:58:39,Achmad goepyl,4,bebas administrasi ok banget,0.5,positif
2024-02-04 07:54:06,Chimede Zainen,5,Thanks seabank,0.2,positif
2024-02-04 07:53:30,Stevy Stevany Vanonie,5,Good Bank,0.7,positif
2024-02-04 07:52:58,Retno Indriani,5,ok,0.5,positif
2024-02-04 07:37:03,BEST CHANNEL,5,The best,1.0,positif
2024-02-04 07:24:52,H Sein,5,"transaksi cepat tidak pakai loading lama,serba free pula",0.4,positif
2024-02-04 07:09:29,H.Robert,5,ok mantappp👍👍👍,0.5,positif
2024-02-04 06:10:52,ketut satriawan,5,good,0.7,positif
2024-02-04 06:07:35,Li Anto45,5,"Seabank benar-benar bagus, bunga tabungan jg terinci perharinya dan sangat bagus bunganya, tidak seperti bank lain nya yg tiap bulan besarannya dibawah seabank, transaksinya jg smooth & lancar tanpa kendala",0.4,positif
2024-02-04 06:07:27,Putra Pandawa,5,Ok,0.5,positif
2024-02-04 06:01:41,Gullyano,5,fast transfering,0.2,positif
2024-02-04 05:53:07,immanuel palinggi,5,So far so good.,0.39999999999999997,positif
2024-02-04 05:52:03,Fatma wati,5,good,0.7,positif
2024-02-04 05:51:17,Namikas Minato,4,ok,0.5,positif
2024-02-04 04:59:12,ivan Ahmad,5,ok,0.5,positif
2024-02-04 04:55:50,Mozniez,5,saat ini oke karena top up dan TF itu free admin,0.45,positif
2024-02-04 04:03:37,EuniPin Channel,4,good,0.7,positif
2024-02-04 03:39:13,GEMING 11,5,ok,0.5,positif
2024-02-04 03:38:55,Pejuang Rupiah,5,"transaksi mudah dan cepat, gratis.. bunga tabungan lumayan tinggi, top dah",0.5,positif
2024-02-04 03:17:31,Rafi Zaki,4,tempat menabung yang ok bunga langsung masuk setiap hari transfer gratis saran ditambah fitur untuk beli tiket. terimakasih,0.5,positif
2024-02-04 03:11:25,Ida Damayantie,5,good,0.7,positif
2024-02-04 03:10:23,endriksekararum sekararum,5,the best,1.0,positif
2024-02-04 03:09:35,Ledug 81,5,Good,0.7,positif
2024-02-04 02:48:16,Budihutomo Utomo,4,ok,0.5,positif
2024-02-04 02:47:31,Ranti Ratnawati,5,"kalau soal transfer super cepat, aman juga...",0.3333333333333333,positif
2024-02-04 01:57:22,Memorina Sipayung,5,top,0.5,positif
2024-02-04 01:51:49,Akun Serius,5,bagus dan real,0.2,positif
2024-02-04 01:37:08,Chrismanuel Apriando,5,Nice bank in Indonesia,0.6,positif
2024-02-04 01:29:52,Mohammad Luwita,5,seaBank is the best,1.0,positif
2024-02-03 23:37:23,Oke Hymura,5,fast transaksi,0.2,positif
2024-02-03 19:17:48,Ma elan Elan,5,ok,0.5,positif
2024-02-03 17:39:32,LB VLOGGER 718,5,enjoy dong,0.4,positif
2024-02-03 17:35:51,ayub angwas,5,ok,0.5,positif
2024-02-03 17:31:12,jatt miko,5,Top markotop,0.5,positif
2024-02-03 16:43:48,Boneka Cantik,5,Nice,0.6,positif
2024-02-03 16:14:57,Enung Rahayu Wulandari,5,Mantap... selama ini saya pakai lancar trus. Dan jgn sampai di hilangkan ya free adm nya,0.4,positif
2024-02-03 15:11:04,Dian tehSASTRO,5,good job,0.7,positif
2024-02-03 14:38:20,Yadi Supriyadi,5,good very good,0.8049999999999999,positif
2024-02-03 14:31:40,Cas Bolah,5,top,0.5,positif
2024-02-03 14:20:35,Nurafiffah Suci Suntari,5,good seabank . love you .,0.6,positif
2024-02-03 14:10:20,Saepul Wardani,5,"Good Job Transfer Simple Plus Gratis 100X , Pertahan kan yah sampai SEUMUR HIDUP!!!",0.35,positif
2024-02-03 13:52:02,Nelsy Itamar,5,transaksi top up jadi lancar 🙂,0.5,positif
2024-02-03 13:23:23,Fauzi Ilmi2222,5,ok,0.5,positif
2024-02-03 13:13:00,Yohanes Bagiyo Sucipto,5,verry good,0.7,positif
2024-02-03 12:13:48,Ali Handoko,5,ok banyakin promo y,0.5,positif
2024-02-03 12:07:57,Budiman Wardani,5,sementara ini saya lihat bagus dan cepat top up ewallet,0.5,positif
2024-02-03 11:50:53,Yusni Yusni,5,ok,0.5,positif
2024-02-03 11:38:26,Corona April,5,"free admin,pkknya mantap",0.4,positif
2024-02-03 11:18:23,aFree day,5,nice,0.6,positif
2024-02-03 09:43:10,Retno Andriani,5,good,0.7,positif
2024-02-03 09:41:29,Hari Ramdani,5,good,0.7,positif
2024-02-03 09:14:59,Jho,4,ok,0.5,positif
2024-02-03 08:44:54,Aman Suryaman,5,seabank emang paling top!!!!,1.0,positif
2024-02-03 08:07:09,Ni'mal Abdu,5,cool,0.35,positif
2024-02-03 08:03:47,Agung Hariyanto,5,sea beank memang top,0.5,positif
2024-02-03 07:53:11,Kemplo Sans,5,Good dan sangat menguntungkan,0.7,positif
2024-02-03 07:17:46,Tika Wijayanti,5,"Menabung di seabank banyak keuntungan nya...selain gratis biaya transfer ke smua bank, seabank juga memberikan bunga tabungan dan deposito yg besar.Dan seabank juga memberikan pinjaman tanpa agunan dengan free biaya admin ...pokoknya the best deh untuk seabank.pertahankan terus mutu dan pelayanan nya.",0.7,positif
2024-02-03 06:57:13,Muhammad Aqli,5,ok,0.5,positif
2024-02-03 06:43:29,Bayu Perdana,5,semoga selalu free pengiriman nya ya,0.4,positif
2024-02-03 06:15:50,Rapi 0294,5,sangat worth it,0.3,positif
2024-02-03 06:02:06,Elis Erika,4,very very good,0.9099999999999999,positif
2024-02-03 05:20:26,M Aditiya,5,memudahkan transaksi apapun . Free 100x top up e wallet dan Tf antar Beda Bank sangat Bagus .,0.45,positif
2024-02-03 05:12:06,dashcam viral,5,ok,0.5,positif
2024-02-03 05:02:35,ardiansyah,5,"sea Bank ok banget, gratis biaya transfer antar bank dan e-wallet",0.5,positif
2024-02-03 04:59:33,Dedi Zulhadi,5,Very good...👍👍👍,0.2,positif
2024-02-03 04:57:42,Alin AC,4,good job,0.7,positif
2024-02-03 04:56:02,Nu Anyar,1,aktivitas top up dana di blokir 2hari gilllaaa kali.aplikasi jelekkkk dulu bagus banget. mending pake gopay atau neo bank,0.5,positif
2024-02-03 04:53:44,Muhammad Ari,5,"Puas banget sama Seabank, gak ada lawan pokok nya, bebas biaya transfer ke bank atau ewallet mana aja, top pokoknya 👍",0.5,positif
2024-02-03 04:51:17,Deasy Jen,5,top,0.5,positif
2024-02-03 04:46:43,ZAIN MUTTAQIN,5,app good,0.7,positif
2024-02-03 04:37:36,Tomo Hery,5,ok,0.5,positif
2024-02-03 03:48:53,Nanda Iskandar,5,good aplication,0.7,positif
