at,userName,score,content,sentiment_polarity,sentiment
2023-12-19 14:01:31,dovi dian,2,"Aku nginstal ini tergiur dapat uang 100rb jika uang di tahan selama 2 hari. Ternyata ketipu, saking semangatnya aku naruh uang. Eh.....aku cek setiap hari ternyata zooong g dapat apa-apa. Jangan gitu dong, itu namanya nggak amanah. Mudah mudahan tidak trouble kayak punya teman-teman",-0.2,negatif
2023-12-19 05:27:10,sutanto aks,5,sat set wat wet,-0.1,negatif
2023-12-15 12:01:46,fahmial fahmi,1,SERVER MINIMAL STABIL LAH TIAF MAU TF MEMUAT TERUS,-0.1,negatif
2023-12-14 18:38:31,Tasya Amelia,4,sekarang aku malah ga bisa login:( disuruh update sedangkan aplikasinya baru di update terus masalah jaringan VPN padahal aku ga ada pake jaringan lagi selain data seluler ga ada yg aneh² juga tapi tetap ga bisa login:(,-0.75,negatif
2023-12-11 17:32:26,Muhammad Ihsan,1,"Harbolnas kok down, payah banget",-0.15555555555555559,negatif
2023-12-11 17:22:26,Fahrur Roji,1,"worst (bug) at important moment, menyebalkan",-0.3,negatif
2023-12-09 17:26:14,Kunaepi Sidik (acep),1,"Uang Ibu Saya Sebesar 3.750.000 Belum Bisa Diambil Dikarenakan Rekening Terblokir. Karena Salah Verifikasi Muka Saat Akan Transfer Ke Rekening Saya. Gak Ada Fitur Tarik Uang Di Atm Maka Otomatis Harus TF dulu dong Ke Rekening Lain. Setelah Diblokir Disuruh Nunggu 3 Jam. Terus Disuruh Verikasi Data Udah Sesuau Disuruh Telpon CS, Udah Telpon Terus Disuruh Nunggu 3 Hari. Bank Paling Bad Experience Baru Mau Pake Padahal!",-0.8749999999999998,negatif
2023-12-09 14:37:58,Jumii Adp,1,"Sudah verifikasi wajah, tetapi gagal terus. Sedangkan kn sudah hub ke call center tidak ada solusinya. Buang buang pulsa saja. Kalau komplain harus tlp call center itu sangat ribetin customer. Bagai mana ini di akun saya masih ada saldo !!!",-0.14765625,negatif
2023-12-08 00:13:28,Machalatte Hijau,1,dapet notif dari shoppe katanya daftar seabank dapet saldo 120k. boro2 120k 100 rupiah pun gak ada masuk. minimal jangan pake cara nipu denyan iming2 saldo awal lah kalo mau narik nasabah. miris,-0.1,negatif
2023-12-04 23:31:38,Bagus Sura,1,"gimana yaa min, saya mau bayar tapi update sekarang pakai verifikasi wajah dn aplikasi tidak mau menampilkan gambar saya, pada layar kamera bilang ""izinkan untuk mengakses kamera"" dn closed ke halaman sebelumnya, bgtu terus, jdi gabisa bayar, . tolong bantu min.. 5star saya hold dulu, rekening gabisa buat bayar..",-0.1,negatif
2023-12-01 23:25:56,Dian Andika,5,"Other system busy, please try later Maksudnya apa ya Saya mau pembayaran malah ga bisa masuk melalui face recognition",-0.008333333333333331,negatif
2023-12-01 15:04:25,Ade Ihsanudin,1,"Akun baru daftar udah diblokir. Mana ada saldonya lagi. Telepon CS udah berkali tapi obrolan gak pernah tuntas suka putus ditengah jalan. Mohon buka lagi akun saya, min. :((",-0.75,negatif
2023-11-26 03:26:29,Ainaul Mardiyah,1,"Awal awal oke, lama lama gabisa login padahal ada saldo lumayan tuh mau buat bayar spaylater.. duh pusing , tlf cs blm selesai ngobrol udah keputus",-0.3,negatif
2023-11-25 22:19:04,Bahrun Setiawan,1,"SAYA MELAKUKAN TRANSAKSI UANG/TRANSFER KE BANK BCA SUDAH 2 HARI TIDAK ADA UANG MASUK KE REKENING BCA SAYA. SUDAH BERKALI KALI PENGADUAN TIDAK ADA JAWABAN. TOLONG DONG RESPONNYA. ITU UANG SETORAN. NOMINAL TIDAK TERLALU BESAR, TAPI SLOW RESPON KETIKA ADA PENGADUAN. MENGECEWAKAN!",-0.37500000000000006,negatif
2023-11-23 05:41:38,Dhika Nutasya,1,bad,-0.6999999999999998,negatif
2023-11-22 00:18:04,IHZA BASNA,1,"Sering closed, mana nomornya ketinggalan dirumah🥲😅",-0.1,negatif
2023-11-20 06:30:19,Azmi Maliki,2,"tolong jika memang ada gangguan dalam proses transfer lebih baik di closed saja, history transfer tidak ada, saldo saya terpotong dan di rekening tujuan belum masuk, tolong sistem perbankan nya di perbaiki lagi!",-0.125,negatif
2023-11-19 06:46:34,yowla,5,"yang mau coba buat akun seabank yuk masukin kode referal aku: YSAJGS dapatkan bonus saldo 10 rb. syaratnya kamu harus menabung minimal 50rb tanpa mengurangi saldonya selama 3 hari, bonus saldo akan masuk 48 jam setelahnya😄",-0.1,negatif
2023-11-18 09:38:27,muhammad rizki,1,"SAYA SUDAH HABIS PULSA RATUSAN RIBU HANYA UNTUK CALL CENTRE YANG TIDAK ADA HASIL, INI GIMANA ? NASABAH DITANYA PE RANGKAT SAMPAI TRANSAKSI TERAKHIR YA MANA INGAT .. DIMANA MANA ORANG TANYA NAMA IBU KANDUNH DLL KALAU TRANSAKSI ATAU MINIMAL KASIH FORM DIGITAL UNTUK LUPA AKUN. KACAU SEA BANK, DIBENAHI LAGI KALAU PENGEN LEBIH BAGUS",-0.05,negatif
2023-11-16 06:27:21,Aditya setia,5,"gampang di akses, dan fitur nya banyak, minus belum ada kartu debit fisik saja",-0.1,negatif
2023-11-16 00:19:54,Ahmad Gufron,1,"Gila ya SEABANK , SEMINGGUAN LEBIH GA BISA LOGIN KATANYA PROVIDER SMARTFREN PERBAIKAN , PADAHAL NOMORNYA ITU AKTIF BISA BUAT INTERNET LANCAR PULA ... MASOH TTP GA MASUK OTP NYA , MANA GA ADA OTP VIA EMAIL ... DI KOMPLAIN SAMA AJA GA ADA SOLUSI , KALO TLP CALL CENTER GA ADA FITUR LIVE CHAT DI APLIKASI , NYUSAHIN BANGET KECEWA PAKAI SEABANK KALI INI ... NNT TLP CALL CENTER VIA PULSA BIADA , KALO DH BISA MO TUTUP AKUN AJA",-0.02121212121212122,negatif
2023-11-13 13:54:10,novi yanti,1,"Gimana sih katanya ada cb 10k, setelah menggunakan barcode minimal 50k tapi udah 3 hari ga nambah2",-0.1,negatif
2023-11-12 15:17:55,Ashmani Nafa,5,transfer ke bank gratis dan tidak ada minimal saldo,-0.1,negatif
2023-11-12 02:01:20,Hafizh Dannur Hafshah,3,Overall UI aplikasi sudah bagus dan mudah. Hanya saja minus fitur kartu debit fisik yang belum ada. Saran kedepannya untuk diadakan kartu debit fisik Visa/Mastercard dan bisa digunakan untuk tarik tunai di seluruh ATM bersama di Indonesia.,-0.05,negatif
2023-11-10 11:21:00,Dapur Pizzakoe,5,Kenapa seabank tidak bisa dibuka dari HP saya kak. Kenapa saya diblokir kak. Saya disuru telp call center pusat. Saya ogah telp karna telp nya tidak lewat whatsapp. Lewat interokal. Tolong dipandu kak saya pakai seabank untuk transaksi tranfer. Siapa yg ganti akun nomer HP saya di HP orang lain.,-0.1,negatif
2023-11-10 06:31:37,desi anandaas,1,bad service handle satu kendala hampir 1 minggu tidak tuntas stuck disatu prosedur prosedur yg diberikan cs berbelit belit sistem telfon sangat buruk selalu terputus dan harus diamuk dulu baru prosesnya dipercepat! Uang dan waktu terbuang sia sia!,-1.0,negatif
2023-11-04 06:57:00,Abu Yahya,3,"Aplikasi bagus. Cuma untuk peningkatan harusnya untuk riwayat transaksi minimal 2kolom yaitu debit/kredit n sebelahnya saldo akhir tiap transaksi. Yg sekarang cuma 1kolom membingungkan krn kita harus ngitung sendiri. Kedepan diharap menampilkan 3kolom (seperti bank pd umumnya debit, kredit, saldo) atau minimal 2kolom (debit/kredit, saldo) trimakasih",-0.1,negatif
2023-11-01 14:54:38,Pak ErTe,1,Hoax penipu..katanya dapat reward 25rb selama menahan saldo minimal 50rb dalam rekening..ternyata sudah hampir 7hari gak ada saldo reward..hoax aja..dah hapus aja..gak berguna.. penipuan,-0.1,negatif
2023-10-28 05:13:18,Arif Rahman Hakim,1,"sorry, kecewa untuk bulan oktober ini, aplikasi sering susah dibuka, padahal sinyal aman, memori lega, tapi selalu ketika sudah memasukkan pin, ada notif untuk cek jaringan, aneh, mohon diperbaiki lagi ya!",-0.625,negatif
2023-10-23 12:06:18,Jesa Hailahi,1,"pemblokiran secepat di buka ,di call center pusat menunggu hari ini di buka hari ini gak bisa nunggu lagi , gimana sea bank gak jelas",-0.1,negatif
2023-10-23 09:43:13,Siti Masitoh,1,Nyesel bayar tagihan pake sea bank prosesnya lama cs slow respon ribet lagi verifikasi datanya kayak sesuai aja sama nanganin solusinya kapok ga lagi2 👎👎,-0.30000000000000004,negatif
2023-10-23 05:48:05,Evaretta Rahmadhani,1,"saya sudah mengajukan email terakir pemblokiran sementara akun saya terhitung dari tgl 21-23 oktober, saya kirim email sejak pukul 10-12.47 belum ada balasan, kecewa bgtt uangku ada disituu:(",-0.75,negatif
2023-10-18 12:07:57,Cermin Alam,1,"Ingin merasakan aplikasi banking paling slow daripada aplikasi bank lain??? Cobalah download seabank, bahkan dibanding shopee pun lebih lambat..",-0.30000000000000004,negatif
2023-10-07 23:55:26,mood daily,2,"dizaman secanggih sekarang masih belum ada fitur dark mode , menyakitkan mata lihatnya",-0.15,negatif
2023-10-07 03:35:34,Nurasiah Jamil,1,Uang suami saya tf tp belum ada masuk udh call center katanya nunggu 1x24 jam Setelah 1x24jam suruh nunggu 7x24 jam Halloo.. difikir transfer uang sedikit.. 😭 Bener2 kecewa harus nunggu selama itu,-0.1,negatif
2023-10-06 04:55:15,Yunita Yunita,2,Kenapa sih akun punya saya dan orang tua saya tiba tiba di blokir mana prosesnya ribet :(,-0.75,negatif
2023-10-01 23:07:30,Anam_ story,3,Ketika hendak masuk aplikasi . Layanan ini diblokir sementara.. harap hubungi call center.. udah gitu aja trs .,-0.1,negatif
2023-09-30 16:16:27,Rahel al Hermansyah,1,Error gk bisa di buka mental trus,-0.1,negatif
2023-09-25 17:56:32,AL 01,5,"Ok,terima kasih setelah saya hubungi call center akun saya kembali.karena maraknya pembajakn/peretasan akun ini membahayakan sekali terutama semua mayotitas punya akun.bagus sekali jika verifikasi/ kode otp tidak bisa dikirimkan lewat email/ whatsapp data kita aman.whatsapp/email jadi incaran para peretas akun untuk verifikasi masuk akun lain,bank,platform,e-commerse,pinjol dll.waspada serangan cyber.",-0.1,negatif
2023-09-25 08:39:43,Exprezz celluler,1,Telfon ke call center ber Belit Belit udah Hb s pulsa 50.000.blm di angkat huuu,-0.1,negatif
2023-09-20 16:08:08,Nur Cahaya,1,sampe kapan seabank blokir akun gue..masalah cuma sistem keamanan akun..gara2 scan qiris senilai 20rbu perak aja di CICO QIRIS langsung diblokir...apa masalah nya..langsung main blokir sepihak...tanpa pemberitahuan..kan klo itu masalah..kan resiko nya tanggung sendiri..itu QRIS buat game online aja lho guys..gak ada masalah yg lain..maksud nya apa.!?gue scan QIRIS pake aplikasi lain biasa aja gak blokir2an..aneh..untung saldo gua sedikit kalo banyak..bisa berabe guys..kena blokir.sepihak..kejamm,-0.11666666666666668,negatif
2023-09-20 06:54:46,Adi Haryadi,4,"aplikasi perbankan yang sangat bagus,, 100x tranfer gratis perbulan, ayo gaess masukan kode: (UGGWMF),,. Untuk dapat Cuan selamat datang,, bonus,,. Mantaap lah",-0.75,negatif
2023-09-19 02:31:43,Roidah Nabilah,1,"apk taik, tiba² terblokir. telpon call center abis pulsa 30k ngomong panjang lebar ga kelar juga masalah!",-0.125,negatif
2023-09-16 22:51:22,Nicolas Siahaan,5,Unbelievable,-0.25,negatif
2023-09-16 14:46:35,Andika Ramadhan,5,"mbanking terkerennn, daripada apk sebelah sering trouble, btw kalo ada kartunya asik nih",-0.2,negatif
2023-09-14 05:03:36,Arie N.A,1,Pelayanan cs sangat buruk ! Call center harus nunggu 5 menit lebih untuk bisa terhubung,-0.1,negatif
2023-09-13 11:54:58,Yunitha Family,5,Aplikasi bagus memudahkan nasabah tanpa kartu utk deposito jg lumayan suku bunga nya tinggi minus nya tdk ada bank nyata overall sih baik ya,-0.05,negatif
2023-09-13 01:28:04,KP- RIKA SULISTIAWATI,2,"Rekening saya terblokir ada saldo saya disana lumayan banyak, saya udh hubungi cs tp disuru nunggu 5 hari kalender sedangkan saya butuh uang itu secepatnya. Mohon lah diprosesnya lebih cepat jngn slow respon kaya gini. Itu akun saya jg tb"" bgt diblokirnya hadeh",-0.30000000000000004,negatif
2023-09-13 01:26:57,Sasa Arin,4,Saya ingin menutup akun seabank tapi sama cs nya malah suruh ganti nomor telepon. Sudah menghubungi cs melalui tlp sampai pulsa saya habis tapi tidak ada jawaban. Bad banget. Gak lagi deh pakai seabank. Tak biarin akun ku sampai diblokir sendiri terserah. Csnya hadepin customer berbelit-belit. Kurang sat set,-0.6999999999999998,negatif
2023-09-12 02:14:58,Aii Husnul,5,"Enak nya pakai seabank itu gratis admin kemanapun. Tapii, syg bgt kalo mau top up dana atau e-walet lainnya gaada nama nya:( next kalo bisa tambahin nama ke nomor tujuan nya yaa min",-0.08333333333333333,negatif
2023-09-11 09:12:11,A Nis,1,"She gak jelas,,, password saya sudah benar malah gak bisa,,, saya udah resetd trus di arahkan ke kontak call center she bank malah gak di angkat "" Gak jelas nih she bank",-0.1,negatif
2023-09-11 06:59:12,Rizky Akbar,1,"Emang bener transfer ke semua bank gratis tapi ini eror udah beberapa hari gabisa log in padahal mau transaksi uang ada yang di aplikasi jadi belum bisa di ambil,telfon call center seabank gak ada kelanjutan sama sekali,chat via email juga gak dibales! Nyesel Pake ni aplikasi bukanya bikin mudah malah bikin susah!👎",-0.125,negatif
2023-09-11 06:26:27,neng cahyu,5,MasyaAllah alhamdulillah seabank sangat membantu proses banking q. Long life seabank😍🥰 lope lope deh,-0.05,negatif
2023-09-11 03:29:26,Dedeh Bahari,1,"tolong dong dari pihak seabank nya kok akun saya blom di buka blokiran nya udh di konfirmasi lewat chat dan lewat tlf call center nya data data sudah di verifikasi kok belom selesai , tapi kok masih ke blokir akun saya tolong kerja sama nya , di IG seabank juga sudah saya chat. tapi ngga di respond",-0.1,negatif
2023-09-01 08:08:59,Muhammad Yosa,5,"call center sangat ramah, bintang 5",-0.1,negatif
2023-08-31 10:50:18,gue gada obatnya,1,"ribet wooy kudu vc an dlu ama operator nya . duh, botoh si botoh operator nya cantik sekel. tapi ngapain vc langsung ketemuan ajh di cape biar semangat",-0.3,negatif
2023-08-28 06:00:15,Fahrida Azizah,1,"aku kesal juga apk sea bank , aku ga pernh download , tibatiba ada pin , aku buka lupa pin malah verifikasi wajah selalu gagal , telpon call center sea bank malah nyedot pulsa sya aja 4rb akhirnya hbs.",-0.1,negatif
2023-08-25 10:48:18,tazki nafsi,2,Kesel bgt lgi butuh² nya uang. Tf dr seabank ke rekening tp malah gk msuk² telpon call center gajelas d cek lagi masih juga blum masuk. Mana klo lapor musti telp dulu hbis pulsaku buat telfon trus,-0.1,negatif
2023-08-25 04:49:15,Indaraa Astari,1,"Tiba tiba di blokir wkwkw, lawak lu gua udah pake dari lama juga bukannya makin bagus malah anjlokk pelayanan nya!! Laporan lewat dm ig, email, dm tiktok slow respon semua🤣🤣",-0.30000000000000004,negatif
2023-08-24 16:34:08,Reinaldo Adriansyah,5,"Tampilan design UX/UIX saranya ditambahkan fitur dark mode buat mengurangi konstras mata, karna gak semuanya mata sehat melihat warna putih terus",-0.15,negatif
2023-08-21 14:31:51,Muslihudin,5,"Penggunaan mudah, tidak ada saldo minimal dan gratis transfer lumayan banyak,",-0.1,negatif
2023-08-21 13:32:27,77 Digital Studio,5,"Akun tiba2 di blokir .. mengatasinya harus via call center harus pake pulsa lg😩...akhirnya karena ribet minta penghapusan akun ,eeh malah hrs via call center jg... parah ...harusnya bebas pulsa biar gampang....pilihan terakhir uninstal....sungguh sayang ...trims seabank atas segala manfaat yg diberikan jadilah yg terdepan mungkin cukup sampai disini perjalan kita...bintang 5 memang layak untukmu😭😭😭",-0.1,negatif
2023-08-21 06:09:18,putra saliem,1,"Awal Buka Rekening SeaBank karena tergiur Cashback 100K di Aplikasi Shopee & Dana yang tertahan 500K (Saldo gw lebih dari 500K) minimal selama 3 hari. Baru buka Rekening Minggu Pagi, ternyata hari Senin Pagi udah dapat Notif jika ""Kuota Bonus 100K Sudah Habis"". Gw buka Rekening² Bank lain semuanya Alhamdulillah gak kena BIG ZONK. Sekarang gw mau Tarik Saldo & Tutup Rekeningnya. Aplikasi ini cuma berguna klo kita belanja di Shopee...!!! Wkwkwkwkwkw....",-0.05,negatif
2023-08-19 20:33:52,Bilqis Chels,1,"Overall apknya delay, sy sudah coba untuk login berkali-kali tetap ga bisa masuk, padahal pw dkk benar. Kemudian sy coba kontak call center, tpi pernyataannya mutar-mutar. I don't think kalau bakal bertahan sii, byeee",-0.05,negatif
2023-08-14 14:49:11,santus domino manullang,4,"overall udh bagus, minus nya cuma 1...kadang2 saat mau transfer, apk nya ngak mau lanjut ke eksekusi kirim... seperti lemot atau berat gitu padahal sudah update aplikasinya",-0.05,negatif
2023-08-14 04:55:48,Mufrida Kurniawati,1,Saldo sya hilang hubungi call center mlh GK di respon SMA sekali,-0.1,negatif
2023-08-12 18:54:21,CTPP TV (GMP),1,"Tidak bisa buat rekening seabank dan kendala tidak di atasi hampir 2 tahun tetap ga bisa login parah , padahal d bank2 yg lain bisa Telpon ke call center tidak ada solusi sampai sekarang Tlpn berbayar malah habis pulsa 50rb",-0.1,negatif
2023-08-09 12:37:24,Ananda Norma,4,ga suka bngt makin kesini makin turun suku bunganya jdi ga bisa untung nabung di seabank balikin lgi suku bunga yg dulu min :(,-0.75,negatif
2023-08-09 12:27:33,mitra vivo,3,"Kenapa ya akhir akhir ini pas mau login selalu mental keluar dari apk nya, mohon diperbaiki lagi apknya",-0.1,negatif
2023-08-06 05:20:22,Nurul Fatimah,5,"Saya kecewa sekali dengan seabank ,saya telpon cs seabank berkali kali sangat slow katanya 24jam, bahkan masalah saya belum tuntas ,saya berkli nelfon ganti cs tapi sama aja tidak satupun masalah diselesaikan buang2 plsa saya abis plsa 100rb parah buang2 duit. Uang saya d seabank ketahan sumpah parah aplikasi ini.",-0.30000000000000004,negatif
2023-08-03 19:13:38,Arvia Hd,5,"SeaBank cocok banget kalo kita pake di setiap hari nya. Karna untuk transaksi apa punbebas dsri yang nama nya biyaya admin. Terus untuk fitur nya juga lengkap banget. Mau beli kebutuhan pinansial atau pun pembayaran lain nya sudah bisa di sini. Dan juga untuk pemdafataran nya pun sangat mudah dan cepat sekali refnya, 9 Y E A G J , dna juga banyak sekali promo bonus menguntung kan di sini. Setelah fi acc minimal punya saldo 50 ribu aja dalam 3 hari udah bisa dapet ke untungan juga di sini",-0.1,negatif
2023-07-30 17:13:28,Mukhlis Daud,5,"setelah memakai seabank beberapa bulan plus: tdk ada potongan admin, bisa dipake 24 jam, dan banyak fitur yg mudah dipahami minus: kadang suka blank page dan error yg mana saya harus sering reload beberapa kali untuk hal ini tolong diperbaiki",-0.05,negatif
2023-07-30 12:43:01,Stephanus Efhan,1,Kode OTP nya susah masuk.. kadang lancar..kadang susah.. lebih sering susahnya.. bikin ill feel aja..,-0.5,negatif
2023-07-29 15:41:20,Rizalul Fahmi,4,Sorry saya sudah gak respect sama sea bank. Padahal sudah lunas tagihan trs gak bisa connect lg ke akun shoope.terakhir saya pakai aplikasinya sdh saya hapus. Terima kasih untuk penggunaan sebelumnya aplikasinya bagus.cuma karna ada lambat pembyaran di shoope akun sea bank juga ikut kena block 🙏,-0.5,negatif
2023-07-28 02:05:13,alfiah Khairunnisa,5,gak nyesel pake seabank ... transfer kmn aja minimal 50rb gratissss tis tis tis... hanya saja belom bisa pake Qris ...,-0.1,negatif
2023-07-26 15:37:11,Yanita utami,1,"Sorry kukasih bintang 1, aku buka aplikasi kok malah terdapat gangguan jaringan sementara buka yg lain lancar bahkan buka shopee aja bisa.. gimana aku mo tf laa uang orang disitu??",-0.5,negatif
2023-07-26 06:12:23,Rina,1,Very slow!!!,-0.7617187500000001,negatif
2023-07-24 04:24:22,Layla Moba,4,M bankinh gak bisa dibuka. Duhhh,-0.5,negatif
2023-07-20 09:14:45,abah ganteng,1,udah ngajak temen 2 orang pake kode referal katanya di kasih bonus eh ternyata boong aduh duh duh duh,-0.3,negatif
2023-07-19 17:06:29,Ardhi Yana,5,"Joss sekali ni bank, gunakan Reff: 2𝘽𝙌𝙐𝘼𝙔 supaya dapat cashback 15.000(saat anda menabung minimal 100rb,apk ini sangat membantu buat para pengusaka UKM,cuma ahir2 ini sering update malah makin tdk stabil buka apk y susah, mohon di tinjau kembali",-0.1,negatif
2023-07-17 04:37:17,lokito adi winoto,5,"saldo minimal kecil, bunga harian tinggi",-0.1,negatif
2023-07-11 23:01:26,Nova Liana,5,Alhamdulillah pakai seabank lancar... tingkatkan terus ya pelayanan nya cuma d minus no ATM aja... sbnrnya klo ada ATM Lbh mudah .. tingkatkan juga fitur2 yg lain nya .. semoga membantu sukses selalu ...,-0.1,negatif
2023-07-11 05:47:11,Gustiawan 96,2,"Kurang memuaskan, saya daftar seabank untuk terhubung ke shope, tetapi pas bayar menggunakan seabank tidak bisa dengan keterangan BAD REQUEST (400), apa maksud nya ini",-0.6999999999999998,negatif
2023-07-04 08:00:59,Padri Dr,1,CUSTOMER SERVICE NYA SANGAT TIDAK MEMBANTU!! BAD RECOMENDED! PAYAH BANGET,-0.8749999999999998,negatif
2023-06-26 01:16:47,Triyuli Anggraeni,4,"msih bingung soal bunga,, kadang + kadang minus 😁",-0.1,negatif
2023-06-18 08:52:32,Hendro Susanto,1,"Game yang di main kan dan bekerja sama dengan aplikasi ini hoak tidak menghasilkan uang game nya, buat apa banyak bonus macem raga aplikasi lain tp hoak gak terbukti sama sekali.",-0.21111111111111114,negatif
2023-06-14 12:04:12,Mas Agil (Masagil),1,jangan pake ini guys cs slow respon banget daripada nyesel dikemudian hari,-0.30000000000000004,negatif
2023-06-13 15:36:15,Arga Gandika,2,"Lemot banget woi, ini lgi down atau gimana ? sangat menganggu",-0.15555555555555559,negatif
2023-06-13 03:26:08,Sahril Lilo,5,"Menurut aku bagus sih ini bank. Tapi ada jg dustanya. Katanya nasabah baru dpt bonus 100rb Sekalinya pas masuk, minta isi saldo minimal 500rb, sdh d isi 500rb eh harus nunggu 2x24jam🤦‍♂️, pas nunggu yg masuk cmn 55rupiah😂🤣 bukan 55rb ya. Kemudian tertulis pinjaman bunga cmn 1,95% Pas mau pinjam ternyata bunga 3,95% Untung aja sy baca dgn teliti..",-0.1,negatif
2023-06-09 04:59:31,aisal 11,1,Berak iming iming. Fake,-0.5,negatif
